id,source,annotator,text,tokens,ac,ap,conf,ipv,link,keyword,date
1439,simulation_ipv,krn_common,मर्दा हुन्छ तेरो काम छैन |,"['मर्दा', 'हुन्छ', 'तेरो', 'काम', 'छैन', '|']","['B-physical_threat', 'I-physical_threat', 'O', 'O', 'O', 'O']","['0', '0', '_', '_', '_', '_']",8,1,,,
1440,simulation_ipv,krn_common,ठिक परेछ कुकुर्नी अझै जा उल्टो पल्टेर थाप्नु |,"['ठिक', 'परेछ', 'कुकुर्नी', 'अझै', 'जा', 'उल्टो', 'पल्टेर', 'थाप्नु', '|']","['O', 'O', 'B-profanity', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']","['_', '_', '0', '_', '1', '1', '1', '1', '_']",9,1,,,
1441,simulation_ipv,krn_common,ठिक पर्यो तलाई किन मरेको छैनस पापिनी |,"['ठिक', 'पर्यो', 'तलाई', 'किन', 'मरेको', 'छैनस', 'पापिनी', '|']","['O', 'O', 'O', 'O', 'B-physical_threat', 'I-physical_threat', 'B-profanity', 'O']","['_', '_', '_', '_', '0', '0', '0', '_']",9,0,,,
1442,simulation_ipv,krn_common,रोएर जित्छु भनेर आको फेरी भूत्नी किचकंडी मलाई तसंग बोल्नु छैन |,"['रोएर', 'जित्छु', 'भनेर', 'आको', 'फेरी', 'भूत्नी', 'किचकंडी', 'मलाई', 'तसंग', 'बोल्नु', 'छैन', '|']","['O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '0', '0', '_', '_', '_', '_', '_']",9,1,,,
1443,simulation_ipv,krn_common,अहिले रोएर के हुन्छ हौ . . . गल्ति गरिहालिस अब एकचोटी मर्दे हौ बरु . . . अनिपो सब सल्भ हुन्छकी |,"['अहिले', 'रोएर', 'के', 'हुन्छ', 'हौ', '.', '.', '.', 'गल्ति', 'गरिहालिस', 'अब', 'एकचोटी', 'मर्दे', 'हौ', 'बरु', '.', '.', '.', 'अनिपो', 'सब', 'सल्भ', 'हुन्छकी', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_']",9,1,,,
1444,simulation_ipv,krn_common,अनि काम नै तेस्तै गर्छस अहिले यत्रो खान रोकोछस |,"['अनि', 'काम', 'नै', 'तेस्तै', 'गर्छस', 'अहिले', 'यत्रो', 'खान', 'रोकोछस', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",8,1,,,
1445,simulation_ipv,krn_common,काम नभएकी लड्की चुप लाग धेरै भोक्नी होइन रन्डी |,"['काम', 'नभएकी', 'लड्की', 'चुप', 'लाग', 'धेरै', 'भोक्नी', 'होइन', 'रन्डी', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '0', '_']",8,1,,,
1446,simulation_ipv,krn_common,बुद्धिमा गु भरिएकी आइमाई |,"['बुद्धिमा', 'गु', 'भरिएकी', 'आइमाई', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']","['0', '0', '0', '0', '_']",8,1,,,
1447,simulation_ipv,krn_common,साले खाते तलाई गोलि ठोकेर मार्दिम |,"['साले', 'खाते', 'तलाई', 'गोलि', 'ठोकेर', 'मार्दिम', '|']","['B-profanity', 'I-profanity', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']","['0', '0', '_', '0', '0', '0', '_']",9,1,,,
1448,simulation_ipv,krn_common,कुकुर्नी तेरो ड्रामा नदेखा त |,"['कुकुर्नी', 'तेरो', 'ड्रामा', 'नदेखा', 'त', '|']","['B-profanity', 'O', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_', '_']",9,1,,,
1450,simulation_ipv,krn_common,साले रन्डीको बान अहिले आएर यस्तो नाटक गर्नु पर्नी |,"['साले', 'रन्डीको', 'बान', 'अहिले', 'आएर', 'यस्तो', 'नाटक', 'गर्नु', 'पर्नी', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '0', '_', '_', '_', '_', '_', '_', '_']",8,1,,,
1451,simulation_ipv,krn_common,रन्डीलाई बल्ल ठिक भाको छ |,"['रन्डीलाई', 'बल्ल', 'ठिक', 'भाको', 'छ', '|']","['B-profanity', 'O', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_', '_']",8,1,,,
1452,simulation_ipv,krn_common,तँ अरुलाई फसाउन खोज्ने रन्डी अब कुकुरको गु खाए हुन्छ तैले |,"['तँ', 'अरुलाई', 'फसाउन', 'खोज्ने', 'रन्डी', 'अब', 'कुकुरको', 'गु', 'खाए', 'हुन्छ', 'तैले', '|']","['O', 'O', 'O', 'O', 'B-profanity', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O']","['_', '_', '_', '_', '0', '_', '0', '0', '0', '0', '_', '_']",9,1,,,
1453,simulation_ipv,krn_common,म तेरो जीवन नर्क बनाई दिन्छु के सोचछेस तैले |,"['म', 'तेरो', 'जीवन', 'नर्क', 'बनाई', 'दिन्छु', 'के', 'सोचछेस', 'तैले', '|']","['O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O', 'O', 'O', 'O']","['_', '_', '0', '0', '0', '0', '_', '_', '_', '_']",9,1,,,
1454,simulation_ipv,krn_common,तेरो जीवन नर्क होस् रन्डी बढी चुमुक चुमुक भहीछेस तँ |,"['तेरो', 'जीवन', 'नर्क', 'होस्', 'रन्डी', 'बढी', 'चुमुक', 'चुमुक', 'भहीछेस', 'तँ', '|']","['O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '0', '0', '0', '_', '_', '_', '_', '_', '_']",9,1,,,
1455,simulation_ipv,krn_common,साले खाते तेरो जीवन नर्क नबनाई छोड्दिन् |,"['साले', 'खाते', 'तेरो', 'जीवन', 'नर्क', 'नबनाई', 'छोड्दिन्', '|']","['B-profanity', 'I-profanity', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']","['0', '0', '_', '0', '0', '0', '0', '_']",9,1,,,
1456,simulation_ipv,krn_common,तेरो जिन्दगी नर्क बनाउछु पख मैले भनेको मान्दिनस होइन त |,"['तेरो', 'जिन्दगी', 'नर्क', 'बनाउछु', 'पख', 'मैले', 'भनेको', 'मान्दिनस', 'होइन', 'त', '|']","['O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_']",9,1,,,
1457,simulation_ipv,krn_common,पापिनी तलाई अब मेरो आँसु लाग्छ |,"['पापिनी', 'तलाई', 'अब', 'मेरो', 'आँसु', 'लाग्छ', '|']","['B-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_', '_', '_']",9,1,,,
1458,simulation_ipv,krn_common,तँ छिटै मरोस् भनेर भगवानसँग प्रे गर्छु म |,"['तँ', 'छिटै', 'मरोस्', 'भनेर', 'भगवानसँग', 'प्रे', 'गर्छु', 'म', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '0', '_', '_', '_', '_', '_', '_']",9,1,,,
1459,simulation_ipv,krn_common,म भगवानसँग तेरो मृतुको प्राथना गर्दछु |,"['म', 'भगवानसँग', 'तेरो', 'मृतुको', 'प्राथना', 'गर्दछु', '|']","['O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']","['_', '_', '0', '0', '0', '0', '_']",8,1,,,
1461,simulation_ipv,krn_common,भगवानसँग तेरो मृतुको प्राथना गर्छु |,"['भगवानसँग', 'तेरो', 'मृतुको', 'प्राथना', 'गर्छु', '|']","['O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']","['_', '0', '0', '0', '0', '_']",9,1,,,
1462,simulation_ipv,krn_common,तँ त खतरा बेस्या नम्बर १ रहिछेस |,"['तँ', 'त', 'खतरा', 'बेस्या', 'नम्बर', '१', 'रहिछेस', '|']","['O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O']","['_', '_', '_', '1', '1', '1', '_', '_']",8,1,,,
1463,simulation_ipv,krn_common,तँ बेस्या रत्नपार्कको भालु भन्दा नि खतम होस् |,"['तँ', 'बेस्या', 'रत्नपार्कको', 'भालु', 'भन्दा', 'नि', 'खतम', 'होस्', '|']","['O', 'B-profanity', 'B-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O']","['_', '0', '0', '0', '_', '_', '_', '_', '_']",9,1,,,
1464,simulation_ipv,krn_common,सोमत नभाकी आइमाई |,"['सोमत', 'नभाकी', 'आइमाई', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'O']","['0', '0', '0', '_']",8,1,,,
1465,simulation_ipv,krn_common,तेरो सोमत भन्नि चिज छैन है कुकुर्नी |,"['तेरो', 'सोमत', 'भन्नि', 'चिज', 'छैन', 'है', 'कुकुर्नी', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O']","['_', '_', '_', '_', '_', '_', '0', '_']",8,1,,,
1466,simulation_ipv,krn_common,तँ जस्ता बेस्याहरु अब ठमेलमा जा मज्जाले पैसा कमाउछस |,"['तँ', 'जस्ता', 'बेस्याहरु', 'अब', 'ठमेलमा', 'जा', 'मज्जाले', 'पैसा', 'कमाउछस', '|']","['O', 'O', 'B-profanity', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']","['_', '_', '0', '_', '0', '0', '0', '0', '0', '_']",9,1,,,
1467,simulation_ipv,krn_common,पैसाको भोको आइमाई जोसँग नि सुत्दै हिड्न लाज लाउन है |,"['पैसाको', 'भोको', 'आइमाई', 'जोसँग', 'नि', 'सुत्दै', 'हिड्न', 'लाज', 'लाउन', 'है', '|']","['B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O']","['0', '0', '0', '0', '0', '0', '0', '_', '_', '_', '_']",8,1,,,
1468,simulation_ipv,krn_common,पैसाको भोको केटि अलिकति लाज लाग्दैन जोसँग नि सुत्दै हिड्न |,"['पैसाको', 'भोको', 'केटि', 'अलिकति', 'लाज', 'लाग्दैन', 'जोसँग', 'नि', 'सुत्दै', 'हिड्न', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '_']",9,1,,,
1469,simulation_ipv,krn_common,लाज पचेको नकचरी जोसँग पनि हिड्न लाज लाग्दैन |,"['लाज', 'पचेको', 'नकचरी', 'जोसँग', 'पनि', 'हिड्न', 'लाज', 'लाग्दैन', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']","['0', '0', '0', '0', '0', '0', '0', '0', '_']",9,1,,,
1470,simulation_ipv,krn_common,यो आइमाई त लज्जित कुतिया रैछे |,"['यो', 'आइमाई', 'त', 'लज्जित', 'कुतिया', 'रैछे', '|']","['O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']","['_', '0', '0', '0', '0', '0', '_']",9,1,,,
1472,simulation_ipv,krn_common,तेरो धेरै दुर्भाग्यपूर्ण घटना हुने छ |,"['तेरो', 'धेरै', 'दुर्भाग्यपूर्ण', 'घटना', 'हुने', 'छ', '|']","['O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']","['_', '_', '0', '0', '0', '0', '_']",9,1,,,
1473,simulation_ipv,krn_common,तलाई ट्रकमा बानेर घिसारेर मार्ने छु |,"['तलाई', 'ट्रकमा', 'बानेर', 'घिसारेर', 'मार्ने', 'छु', '|']","['O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']","['_', '0', '0', '0', '0', '0', '_']",9,1,,,
1474,simulation_ipv,krn_common,वास्तबमा भन्नु पर्दा तलाई झुन्ड्याउनु पर्छ |,"['वास्तबमा', 'भन्नु', 'पर्दा', 'तलाई', 'झुन्ड्याउनु', 'पर्छ', '|']","['O', 'O', 'O', 'O', 'B-physical_threat', 'O', 'O']","['_', '_', '_', '_', '0', '_', '_']",9,1,,,
1475,simulation_ipv,krn_common,मैले उसलाई उज्यालो रोज्ने मौका दिए तर उसले अध्यारो रोज्यो |,"['मैले', 'उसलाई', 'उज्यालो', 'रोज्ने', 'मौका', 'दिए', 'तर', 'उसले', 'अध्यारो', 'रोज्यो', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",5,1,,,
1476,simulation_ipv,krn_common,मलाइ पाच लाख दे नत्र तलाई मारिदिन्छु |,"['मलाइ', 'पाच', 'लाख', 'दे', 'नत्र', 'तलाई', 'मारिदिन्छु', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'B-physical_threat', 'O']","['_', '_', '_', '_', '_', '_', '0', '_']",9,1,,,
1477,simulation_ipv,krn_common,"इन्स्टाग्राममा लाइभ आई म तेरो घर जानेछु , त र तेरो घरलाइ जलाउने छु |","['इन्स्टाग्राममा', 'लाइभ', 'आई', 'म', 'तेरो', 'घर', 'जानेछु', ',', 'त', 'र', 'तेरो', 'घरलाइ', 'जलाउने', 'छु', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '0', '0', '_']",8,1,,,
1478,simulation_ipv,krn_common,तेरो टाउको भन् मासाले तँ जस्तो गतिछाडा हुदैन याद राखेस |,"['तेरो', 'टाउको', 'भन्', 'मासाले', 'तँ', 'जस्तो', 'गतिछाडा', 'हुदैन', 'याद', 'राखेस', '|']","['O', 'O', 'O', 'B-profanity', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O']","['_', '_', '_', '0', '_', '_', '0', '_', '_', '_', '_']",8,1,,,
1479,simulation_ipv,krn_common,रक्सि धोक्ने नकचरी आइमाई |,"['रक्सि', 'धोक्ने', 'नकचरी', 'आइमाई', '|']","['O', 'O', 'B-profanity', 'I-profanity', 'O']","['_', '_', '0', '0', '_']",9,1,,,
1480,simulation_ipv,krn_common,झुट बोल्न लाज लागेन नकचरी आइमाई थुक्क लाजमर्दो मर्नु नसकेको राक्षेस्नि हार्दिक श्रदान्जली दिन चाहन्छु म तलाई |,"['झुट', 'बोल्न', 'लाज', 'लागेन', 'नकचरी', 'आइमाई', 'थुक्क', 'लाजमर्दो', 'मर्नु', 'नसकेको', 'राक्षेस्नि', 'हार्दिक', 'श्रदान्जली', 'दिन', 'चाहन्छु', 'म', 'तलाई', '|']","['O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O']","['_', '_', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '_', '_', '_', '_', '_']",9,1,,,
1481,simulation_ipv,krn_common,तँ रन्डीको त दिमागमा गिदिको ठाउमा गु भरिएको छ हो |,"['तँ', 'रन्डीको', 'त', 'दिमागमा', 'गिदिको', 'ठाउमा', 'गु', 'भरिएको', 'छ', 'हो', '|']","['O', 'B-profanity', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O']","['_', '0', '_', '_', '0', '0', '0', '0', '0', '_', '_']",9,1,,,
1483,simulation_ipv,krn_common,जाठी थुतुनो र मुतुनो जथाभाबी चलौनी होइन नि |,"['जाठी', 'थुतुनो', 'र', 'मुतुनो', 'जथाभाबी', 'चलौनी', 'होइन', 'नि', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O']","['0', '0', '0', '0', '_', '_', '_', '_', '_']",8,1,,,
1484,simulation_ipv,krn_common,सर्बप्रथम तिम्रो थुतुनो सिलाउनु पर्यो |,"['सर्बप्रथम', 'तिम्रो', 'थुतुनो', 'सिलाउनु', 'पर्यो', '|']","['O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']","['_', '_', '0', '0', '0', '_']",8,1,,,
1485,simulation_ipv,krn_common,"मैले तिम्रो सुंगुरको जस्तो थुतुनो पनि मन पराएकै थिए , तिमि पैसाको पछि भागेउ त तेस्मा मेरो के दोस |","['मैले', 'तिम्रो', 'सुंगुरको', 'जस्तो', 'थुतुनो', 'पनि', 'मन', 'पराएकै', 'थिए', ',', 'तिमि', 'पैसाको', 'पछि', 'भागेउ', 'त', 'तेस्मा', 'मेरो', 'के', 'दोस', '|']","['O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",9,1,,,
1486,simulation_ipv,krn_common,ओइ रन्डी त्या बसेर थुतुनो चलाको जस्तो सजिलो हुदैन नि पैसा कमाउन |,"['ओइ', 'रन्डी', 'त्या', 'बसेर', 'थुतुनो', 'चलाको', 'जस्तो', 'सजिलो', 'हुदैन', 'नि', 'पैसा', 'कमाउन', '|']","['O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",9,1,,,
1487,simulation_ipv,krn_common,तेरिमा भाते ! गु खाने थुतुनो हो ? बोलि त खुब फेर्दो रैछ |,"['तेरिमा', 'भाते', '!', 'गु', 'खाने', 'थुतुनो', 'हो', '?', 'बोलि', 'त', 'खुब', 'फेर्दो', 'रैछ', '|']","['B-profanity', 'I-profanity', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '_', '0', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_']",7,1,,,
1488,simulation_ipv,krn_common,मुजी बेसी हल्ला नगर साला खाते |,"['मुजी', 'बेसी', 'हल्ला', 'नगर', 'साला', 'खाते', '|']","['B-profanity', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O']","['0', '_', '_', '_', '0', '0', '_']",9,1,,,
1489,simulation_ipv,krn_common,खाते जुन थालमा खाहिस तेही थालमा थुकिस साला तेरो औकात देखाहिस है |,"['खाते', 'जुन', 'थालमा', 'खाहिस', 'तेही', 'थालमा', 'थुकिस', 'साला', 'तेरो', 'औकात', 'देखाहिस', 'है', '|']","['B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_', '_', '_', '0', '_', '_', '_', '_', '_']",8,1,,,
1490,simulation_ipv,krn_common,कस्तो कुरा लेखेर पठाउछ के साला खाते अलिकति लाज हुदैन तलाई |,"['कस्तो', 'कुरा', 'लेखेर', 'पठाउछ', 'के', 'साला', 'खाते', 'अलिकति', 'लाज', 'हुदैन', 'तलाई', '|']","['O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O']","['_', '_', '_', '_', '_', '0', '0', '0', '0', '0', '_', '_']",8,1,,,
1491,simulation_ipv,krn_common,हिजो यो सोच कहाँ थियो तेरो चोर साला खाते |,"['हिजो', 'यो', 'सोच', 'कहाँ', 'थियो', 'तेरो', 'चोर', 'साला', 'खाते', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O']","['_', '_', '_', '_', '_', '_', '0', '0', '0', '_']",8,1,,,
1492,simulation_ipv,krn_common,"ओइ साला खाते पागल , कति भुक्छस ?","['ओइ', 'साला', 'खाते', 'पागल', ',', 'कति', 'भुक्छस', '?']","['O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O']","['_', '0', '0', '0', '_', '_', '_', '_']",8,1,,,
1494,simulation_ipv,krn_common,साले खातिनी तेरो हैसियत के छ अग्रजलाई सम्मान गर्नु पर्दैन |,"['साले', 'खातिनी', 'तेरो', 'हैसियत', 'के', 'छ', 'अग्रजलाई', 'सम्मान', 'गर्नु', 'पर्दैन', '|']","['B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_']",8,1,,,
1495,simulation_ipv,krn_common,तँ मुजी जस्तो रन्डीखानामा जन्मेको मान्छे होइन मुजी भिकारीको छोरा साला खाते |,"['तँ', 'मुजी', 'जस्तो', 'रन्डीखानामा', 'जन्मेको', 'मान्छे', 'होइन', 'मुजी', 'भिकारीको', 'छोरा', 'साला', 'खाते', '|']","['O', 'B-profanity', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'B-profanity', 'I-profanity', 'O']","['_', '0', '_', '1', '1', '1', '1', '1', '1', '1', '0', '0', '_']",7,1,,,
1496,simulation_ipv,krn_common,साला कुकुर तलाई भनेको लाग्दैन रन्डीको बान |,"['साला', 'कुकुर', 'तलाई', 'भनेको', 'लाग्दैन', 'रन्डीको', 'बान', '|']","['B-profanity', 'I-profanity', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O']","['0', '0', '_', '_', '_', '0', '0', '_']",8,1,,,
1497,simulation_ipv,krn_common,तेरो ७ पुस्ता बोकेर आए नि छुन सक्दैनस् बुझिस् खाते |,"['तेरो', '७', 'पुस्ता', 'बोकेर', 'आए', 'नि', 'छुन', 'सक्दैनस्', 'बुझिस्', 'खाते', '|']","['B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'B-profanity', 'O']","['1', '1', '1', '1', '1', '1', '1', '1', '_', '0', '_']",7,1,,,
1498,simulation_ipv,krn_common,तँ मान्छेको बिउ पनि होइन कुकुरको हो कि बादरको हो |,"['तँ', 'मान्छेको', 'बिउ', 'पनि', 'होइन', 'कुकुरको', 'हो', 'कि', 'बादरको', 'हो', '|']","['O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']","['_', '_', '_', '_', '_', '0', '0', '0', '0', '0', '_']",8,1,,,
1499,simulation_ipv,krn_common,बेस्याले फसाएरै छोड्नी भै |,"['बेस्याले', 'फसाएरै', 'छोड्नी', 'भै', '|']","['B-profanity', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_']",9,1,,,
1500,simulation_ipv,krn_common,थुतुनो र मुतुनो नजोगाएसी रुनै पर्छ रन्डी तैले |,"['थुतुनो', 'र', 'मुतुनो', 'नजोगाएसी', 'रुनै', 'पर्छ', 'रन्डी', 'तैले', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'B-profanity', 'O', 'O']","['0', '0', '0', '_', '_', '_', '0', '_', '_']",9,1,,,
1501,simulation_ipv,krn_common,"स्वार्थले भरिएको झुटो माया तेरो , त नि गतिलो त कहाँ हो र रन्डीको बान | थुक्क पतुर्नी ठुलै काम गरिछेस तैले |","['स्वार्थले', 'भरिएको', 'झुटो', 'माया', 'तेरो', ',', 'त', 'नि', 'गतिलो', 'त', 'कहाँ', 'हो', 'र', 'रन्डीको', 'बान', '|', 'थुक्क', 'पतुर्नी', 'ठुलै', 'काम', 'गरिछेस', 'तैले', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '0', '_', '0', '0', '_', '_', '_', '_', '_']",8,1,,,
1502,simulation_ipv,krn_common,यो त कामनै नलाग्ने पतुर्नी रहिछे |,"['यो', 'त', 'कामनै', 'नलाग्ने', 'पतुर्नी', 'रहिछे', '|']","['O', 'O', 'O', 'O', 'B-profanity', 'O', 'O']","['_', '_', '_', '_', '0', '_', '_']",9,1,,,
1503,simulation_ipv,krn_common,लास्ट पतुर्नी रैछे साली . . . . साइड लाग्न भइ नत्र लाइफ ड्यामेज गर्दिनी रहिछे |,"['लास्ट', 'पतुर्नी', 'रैछे', 'साली', '.', '.', '.', '.', 'साइड', 'लाग्न', 'भइ', 'नत्र', 'लाइफ', 'ड्यामेज', 'गर्दिनी', 'रहिछे', '|']","['O', 'B-profanity', 'O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '_', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",7,1,,,
1506,simulation_ipv,krn_common,मर्न नसकेकी पतुर्नी थुक्क कति पोइ चाहिएको होला भन्या |,"['मर्न', 'नसकेकी', 'पतुर्नी', 'थुक्क', 'कति', 'पोइ', 'चाहिएको', 'होला', 'भन्या', '|']","['B-general_threat', 'I-general_threat', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '0', '0', '_', '_', '_', '_', '_', '_']",9,1,,,
1507,simulation_ipv,krn_common,तँ दलित खातेलाई माया गरेर मैले ठुलो भुल गरे . . . . तैले मलाई बर्बाद बनाइदिस् |,"['तँ', 'दलित', 'खातेलाई', 'माया', 'गरेर', 'मैले', 'ठुलो', 'भुल', 'गरे', '.', '.', '.', '.', 'तैले', 'मलाई', 'बर्बाद', 'बनाइदिस्', '|']","['O', 'B-ethnic_violence', 'I-ethnic_violence', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",9,1,,,
1508,simulation_ipv,krn_common,तँ जाठिनीलाई बिर्सी सके अब मसंग बोल्नु पर्दैन |,"['तँ', 'जाठिनीलाई', 'बिर्सी', 'सके', 'अब', 'मसंग', 'बोल्नु', 'पर्दैन', '|']","['O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '_', '_', '_', '_', '_', '_', '_']",1,1,,,
